#ZVView-data-copy:  30-May-2023 22:21:15
#=======================================
#
#name:   47-AG-107(N,G)47-AG-108-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  4
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         33.1        1.655  # 1988,F.De Corte+         ## 23488044  #dY:5.0%   
         0.024            0          1.1        0.187  # 1951,V.Hummel+           ## 11010011  #dY:17.0%  
         0.024            0         0.93         0.18  # 1957,R.L.Macklin+        ## 11399029  #dY:19.4%  
         0.024            0         0.84         0.09  # 1965,A.K.Chaubey+        ## 30063003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
#
#name:   47-AG-107(N,G)47-AG-108,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  83
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
    0.00693772     0.277791 
     0.0069378     0.291681 
    0.00693788     0.306746 
    0.00693796     0.323097 
    0.00693804     0.340853 
    0.00693813     0.360145 
    0.00693821     0.381112 
    0.00693829     0.403902 
    0.00693837     0.428676 
    0.00693845     0.455607 
    0.00693853     0.484876 
    0.00693862     0.516677 
     0.0069387     0.551216 
    0.00693877       0.5842 
    0.00693886     0.630899 
    0.00693896     0.682157 
    0.00693905     0.738349 
    0.00693914     0.799883 
    0.00693924     0.867164 
    0.00693933     0.940653 
    0.00693943      1.02076 
    0.00693952      1.10796 
    0.00693961      1.20269 
    0.00693971      1.30543 
    0.00693979      1.40309 
    0.00693989      1.53427 
       0.00694       1.6767 
     0.0069401       1.8309 
     0.0069402      1.99738 
    0.00694031      2.17661 
    0.00694041      2.36896 
    0.00694051      2.57475 
    0.00694061      2.77349 
    0.00694073      3.05947 
    0.00694086      3.36616 
    0.00694099      3.69329 
    0.00694111      4.04032 
    0.00694124      4.40628 
    0.00694137      4.81622 
    0.00694158      5.46442 
    0.00694183      6.33288 
    0.00694237       8.2188 
     0.0069426       8.9826 
    0.00694281      9.64008 
      0.006943      10.1494 
    0.00694313      10.4867 
    0.00694327      10.7987 
    0.00694341      11.0512 
    0.00694354      11.2565 
    0.00694368      11.4118 
    0.00694383      11.5271 
      0.006944      11.5679 
    0.00694416      11.5299 
    0.00694427      11.4584 
    0.00694443      11.2903 
    0.00694459      11.0494 
    0.00694473      10.7827 
    0.00694489      10.4361 
    0.00694506      9.98328 
    0.00694527      9.39366 
     0.0069455      8.63108 
    0.00694586      7.41774 
    0.00694626      6.02663 
    0.00694649      5.24179 
    0.00694668      4.64508 
    0.00694683      4.19456 
    0.00694698      3.77064 
     0.0069471      3.47126 
     0.0069472      3.21888 
     0.0069473      2.97972 
     0.0069474       2.7538 
     0.0069475      2.54112 
     0.0069476       2.3415 
     0.0069477      2.15475 
    0.00694781      1.98054 
    0.00694791      1.81853 
      0.006948      1.68182 
    0.00694809      1.55443 
    0.00694818      1.43596 
    0.00694827      1.32601 
    0.00694836      1.22417 
    0.00694846      1.13002 
    0.00694855      1.04314 
    0.00694864     0.963112 
    0.00694873     0.889496 
    0.00694882     0.821904 
    0.00694892     0.755838 
    0.00694899     0.710047 
    0.00694907      0.66742 
    0.00694914     0.627768 
    0.00694921     0.590905 
    0.00694929     0.556652 
    0.00694936     0.524844 
    0.00694944     0.495317 
    0.00694951     0.467915 
    0.00694958     0.442492 
    0.00694966     0.418911 
    0.00694973      0.39704 
    0.00694984      0.36717 
    0.00694995     0.340482 
    0.00695006     0.316627 
    0.00695016     0.298185 
    0.00695025     0.281409 
    0.00695035      0.26613 
    0.00695044       0.2522 
    0.00695054     0.239478 
    0.00695063     0.227847 
    0.00695072     0.217191 
    0.00695087     0.202824 
    0.00695101     0.190138 
    0.00695115     0.178883 
    0.00695129     0.168848 
    0.00695144     0.159857 
    0.00695158     0.151759 
    0.00695171     0.144688 
    0.00695192     0.135217 
    0.00695213     0.126885 
    0.00695233     0.119489 
    0.00695254     0.112876 
    0.00695274     0.106921 
    0.00695295     0.101528 
    0.00695322    0.0950784 
    0.00695349    0.0893447 
    0.00695377    0.0842154 
    0.00695402    0.0799403 
    0.00695427    0.0760495 
    0.00695461    0.0713808 
    0.00695495    0.0672249 
    0.00695528    0.0635104 
    0.00695562    0.0601794 
    0.00695596    0.0571842 
    0.00695629    0.0544856 
    0.00695667    0.0517634 
    0.00695709    0.0490837 
    0.00695751    0.0467264 
    0.00695793    0.0446581 
    0.00695836    0.0428539 
    0.00695878    0.0412976 
     0.0069592    0.0399835 
    0.00695962    0.0389236 
    0.00695996    0.0382861 
    0.00696021    0.0379602 
    0.00696052    0.0377955 
    0.00696078    0.0379292 
    0.00696097    0.0382423 
    0.00696116    0.0387982 
    0.00696128    0.0393391 
    0.00696141    0.0400475 
    0.00696153     0.040956 
    0.00696166    0.0421033 
    0.00696179     0.043535 
    0.00696188    0.0448619 
    0.00696199    0.0464973 
    0.00696209    0.0484185 
    0.00696219    0.0506654 
    0.00696229    0.0532833 
    0.00696239    0.0563215 
    0.00696249    0.0598363 
    0.00696256    0.0624734 
    0.00696263    0.0653681 
     0.0069627    0.0685411 
    0.00696277    0.0720141 
    0.00696283    0.0758097 
     0.0069629    0.0799519 
    0.00696297    0.0844662 
    0.00696304    0.0893792 
     0.0069631    0.0947177 
    0.00696317      0.10051 
    0.00696324     0.106787 
    0.00696331     0.113578 
    0.00696338     0.120914 
    0.00696344     0.128828 
    0.00696351     0.137354 
    0.00696358     0.146524 
    0.00696365     0.156372 
    0.00696372     0.166933 
    0.00696378     0.178241 
    0.00696385      0.19033 
    0.00696392     0.203235 
    0.00696399     0.216988 
    0.00696406     0.232594 
    0.00696414     0.250275 
    0.00696421     0.269166 
    0.00696429     0.289309 
    0.00696436     0.310742 
    0.00696444     0.333501 
    0.00696456     0.370189 
    0.00696467     0.410013 
    0.00696479     0.453027 
     0.0069649      0.49926 
    0.00696502     0.548691 
    0.00696513     0.601273 
    0.00696525       0.6569 
    0.00696539     0.730517 
    0.00696553     0.808275 
    0.00696572     0.917497 
    0.00696601      1.08986 
    0.00696647      1.37049 
    0.00696672      1.51552 
    0.00696693      1.62668 
    0.00696711      1.70866 
    0.00696725      1.76739 
     0.0069674      1.82044 
    0.00696757      1.86655 
    0.00696773      1.89612 
     0.0069679      1.91301 
      0.006968        1.916 
    0.00696816      1.90877 
    0.00696833        1.886 
    0.00696846      1.85888 
    0.00696858      1.82521 
    0.00696873      1.77325 
    0.00696889      1.71046 
    0.00696907      1.62688 
    0.00696928      1.51583 
    0.00696953      1.37099 
    0.00697016     0.986559 
    0.00697035     0.874421 
    0.00697054     0.767849 
    0.00697069     0.692433 
    0.00697083     0.621405 
    0.00697097     0.558272 
     0.0069711     0.499574 
     0.0069712     0.462954 
    0.00697129     0.428347 
    0.00697138     0.395756 
    0.00697147     0.365155 
    0.00697156     0.336515 
    0.00697165     0.309787 
    0.00697174     0.284925 
    0.00697183     0.261865 
    0.00697192     0.240545 
    0.00697201     0.220887 
     0.0069721     0.202819 
    0.00697219     0.186261 
    0.00697229     0.171133 
    0.00697236     0.159482 
    0.00697244     0.148733 
    0.00697251     0.138834 
    0.00697259     0.129738 
    0.00697267     0.121398 
    0.00697274     0.113769 
    0.00697282     0.106805 
     0.0069729     0.100464 
    0.00697297    0.0947031 
    0.00697305     0.089484 
    0.00697313    0.0845455 
    0.00697322    0.0797254 
     0.0069733    0.0754662 
    0.00697339    0.0717199 
    0.00697348    0.0684405 
    0.00697357    0.0655866 
    0.00697365    0.0631181 
    0.00697374    0.0610004 
    0.00697383    0.0592003 
    0.00697392    0.0576884 
    0.00697403    0.0560744 
    0.00697415    0.0548684 
    0.00697427    0.0540224 
    0.00697438    0.0534954 
    0.00697453    0.0532343 
    0.00697456    0.0532307 
    0.00697468     0.053367 
    0.00697479    0.0537311 
    0.00697497    0.0546779 
    0.00697514    0.0560891 
    0.00697532    0.0579706 
    0.00697549     0.060356 
    0.00697561    0.0622558 
    0.00697573    0.0644332 
    0.00697584    0.0669217 
    0.00697596     0.069763 
    0.00697608    0.0730072 
    0.00697619    0.0767142 
    0.00697631    0.0809551 
    0.00697643    0.0858135 
    0.00697651    0.0899208 
     0.0069766    0.0944758 
    0.00697669    0.0995324 
    0.00697678     0.105146 
    0.00697683      0.10923 
    0.00697692     0.115921 
    0.00697701     0.123355 
     0.0069771     0.131617 
    0.00697719     0.140793 
    0.00697727     0.150987 
    0.00697736     0.162301 
    0.00697745     0.174855 
    0.00697754      0.18877 
    0.00697762     0.204186 
    0.00697769     0.216818 
    0.00697775     0.230437 
    0.00697782     0.245113 
    0.00697789     0.260911 
    0.00697795     0.277915 
    0.00697802     0.296192 
    0.00697808     0.315826 
    0.00697815     0.336895 
    0.00697824     0.367369 
    0.00697832     0.400767 
    0.00697841     0.437287 
     0.0069785     0.477156 
    0.00697859     0.520592 
    0.00697867     0.567829 
    0.00697876     0.619087 
    0.00697885     0.674599 
    0.00697894     0.734572 
    0.00697902     0.799247 
    0.00697911     0.868807 
     0.0069792     0.940893 
     0.0069793      1.03725 
    0.00697938      1.11466 
    0.00697949      1.22496 
    0.00697959       1.3435 
     0.0069797      1.47045 
     0.0069798      1.60587 
    0.00697991      1.74977 
    0.00698005      1.96085 
    0.00698017      2.14395 
    0.00698032      2.40306 
    0.00698048      2.67791 
    0.00698069       3.0749 
    0.00698098      3.63411 
    0.00698147      4.60147 
    0.00698169      5.02068 
     0.0069819      5.37395 
    0.00698208      5.65193 
    0.00698223      5.85462 
    0.00698239      6.03235 
    0.00698252      6.15568 
    0.00698266      6.25467 
    0.00698281      6.32245 
    0.00698296      6.35177 
      0.006983      6.35284 
    0.00698315       6.3331 
    0.00698328      6.28214 
    0.00698343      6.18964 
    0.00698355      6.08954 
     0.0069837      5.93375 
    0.00698388      5.71084 
    0.00698406      5.43974 
    0.00698425       5.1185 
    0.00698447       4.7245 
    0.00698477      4.12169 
    0.00698517      3.34158 
    0.00698537      2.95139 
    0.00698557      2.58014 
    0.00698575      2.27753 
    0.00698587      2.07933 
    0.00698599      1.89187 
    0.00698612      1.71562 
    0.00698624      1.55081 
    0.00698636      1.39756 
    0.00698647      1.27532 
    0.00698657      1.16141 
    0.00698668      1.05564 
    0.00698678     0.957793 
    0.00698686     0.889424 
    0.00698694     0.825236 
    0.00698702     0.765073 
     0.0069871     0.708794 
    0.00698718     0.656235 
    0.00698724     0.616053 
    0.00698732     0.571493 
    0.00698739     0.529972 
    0.00698747      0.49134 
    0.00698754      0.45545 
    0.00698762     0.422153 
     0.0069877     0.391309 
    0.00698777     0.362775 
    0.00698785      0.33641 
    0.00698792      0.31208 
      0.006988     0.289657 
    0.00698808     0.269015 
    0.00698815     0.250031 
    0.00698823      0.23259 
     0.0069883     0.216583 
    0.00698838     0.201905 
    0.00698844     0.190447 
    0.00698852     0.177503 
     0.0069886     0.165697 
    0.00698868     0.154936 
    0.00698876     0.145131 
    0.00698884     0.136203 
    0.00698892      0.12807 
      0.006989     0.120668 
    0.00698907     0.113928 
    0.00698915     0.107791 
    0.00698923       0.1022 
    0.00698931     0.097106 
    0.00698942    0.0910054 
    0.00698952    0.0856052 
    0.00698963    0.0808174 
    0.00698973    0.0765641 
    0.00698984    0.0727774 
    0.00698994     0.069398 
    0.00699005    0.0663739 
    0.00699016    0.0635174 
    0.00699027    0.0608336 
    0.00699039    0.0584364 
    0.00699057    0.0552954 
    0.00699074    0.0526072 
    0.00699092     0.050291 
    0.00699109    0.0482844 
    0.00699127    0.0465418 
    0.00699144      0.04503 
    0.00699162    0.0437271 
    0.00699185    0.0422951 
    0.00699204    0.0413895 
    0.00699226    0.0406454 
     0.0069924    0.0403403 
    0.00699254    0.0402076 
    0.00699269    0.0402703 
    0.00699283    0.0405573 
    0.00699298    0.0411045 
    0.00699312    0.0419554 
    0.00699323    0.0428239 
    0.00699334    0.0439174 
    0.00699345    0.0452643 
    0.00699355     0.046896 
    0.00699366    0.0488476 
    0.00699377    0.0511572 
    0.00699388    0.0538666 
    0.00699399    0.0570206 
    0.00699409    0.0606689 
    0.00699417    0.0634006 
    0.00699424    0.0663907 
    0.00699433    0.0705477 
    0.00699441    0.0747105 
    0.00699449    0.0792834 
    0.00699458    0.0842951 
    0.00699466    0.0897708 
    0.00699474    0.0957395 
    0.00699482     0.102228 
     0.0069949     0.109265 
    0.00699499     0.116876 
    0.00699507     0.125088 
    0.00699515     0.133926 
    0.00699523     0.143417 
    0.00699531     0.153581 
    0.00699542     0.168215 
    0.00699553     0.184125 
    0.00699564     0.201345 
    0.00699575     0.219899 
    0.00699586     0.239797 
    0.00699597     0.261038 
    0.00699608     0.283605 
    0.00699619     0.307467 
    0.00699635     0.345568 
    0.00699652     0.386215 
    0.00699668     0.429061 
     0.0069969     0.488835 
    0.00699747     0.648679 
    0.00699774     0.720315 
    0.00699789     0.758102 
    0.00699809      0.80087 
    0.00699823     0.828412 
    0.00699836     0.849321 
     0.0069985     0.868068 
    0.00699865     0.883803 
    0.00699881     0.894582 
    0.00699896        0.899 
      0.006999     0.899192 
    0.00699915     0.896148 
    0.00699929     0.888237 
    0.00699941      0.87794 
    0.00699952     0.864871 
    0.00699966     0.844842 
    0.00699984     0.814171 
    0.00700002     0.777486 
    0.00700024     0.725207 
     0.0070004     0.683342 
    0.00700073     0.592792 
    0.00700117     0.469484 
    0.00700138     0.410419 
    0.00700155     0.368325 
    0.00700171      0.32858 
    0.00700185     0.296865 
    0.00700199     0.267202 
    0.00700213     0.239671 
    0.00700222     0.222524 
    0.00700232     0.206347 
    0.00700241     0.191135 
     0.0070025     0.176875 
     0.0070026     0.163551 
    0.00700269      0.15114 
    0.00700278     0.139617 
    0.00700288      0.12895 
    0.00700297     0.119105 
    0.00700306     0.110047 
    0.00700315     0.101738 
    0.00700324    0.0947813 
    0.00700332    0.0889789 
    0.00700339    0.0836105 
    0.00700347    0.0786536 
    0.00700355    0.0740856 
    0.00700362    0.0698842 
     0.0070037    0.0660279 
    0.00700377    0.0624956 
    0.00700385    0.0592662 
    0.00700393    0.0563198 
      0.007004    0.0536374 
    0.00700408    0.0512004 
    0.00700416     0.048991 
    0.00700423    0.0469923 
    0.00700431    0.0451884 
    0.00700443     0.042815 
    0.00700453    0.0409758 
    0.00700463    0.0393967 
    0.00700474    0.0380481 
    0.00700484    0.0369036 
    0.00700495    0.0359389 
    0.00700505    0.0351326 
     0.0070052    0.0341784 
    0.00700536    0.0334813 
    0.00700552    0.0329946 
    0.00700567      0.03268 
    0.00700588     0.032475 
    0.00700598     0.032448 
    0.00700619    0.0325166 
     0.0070065    0.0328632 
    0.00700682    0.0334344 
    0.00700713    0.0341844 
    0.00700754    0.0354249 
    0.00700791    0.0367443 
    0.00700823    0.0380686 
    0.00700856    0.0395641 
    0.00700888    0.0412467 
     0.0070092    0.0431367 
    0.00700952    0.0452599 
    0.00700985    0.0476482 
    0.00701017     0.050342 
    0.00701047    0.0532446 
    0.00701077     0.056364 
    0.00701106    0.0599011 
    0.00701128    0.0628839 
     0.0070115    0.0662077 
    0.00701172    0.0699437 
    0.00701194    0.0741855 
    0.00701208    0.0773553 
    0.00701223    0.0808537 
    0.00701238    0.0847392 
    0.00701252    0.0890845 
    0.00701267    0.0939775 
    0.00701283     0.100024 
    0.00701293     0.104566 
    0.00701304     0.109585 
    0.00701314      0.11515 
    0.00701325     0.121341 
    0.00701336     0.128248 
    0.00701346     0.135975 
    0.00701357     0.144639 
    0.00701367     0.154374 
    0.00701375     0.162469 
    0.00701383      0.17132 
    0.00701391     0.181007 
    0.00701399     0.191612 
    0.00701407     0.203228 
    0.00701415      0.21595 
    0.00701423     0.229891 
    0.00701431     0.245159 
    0.00701439     0.263957 
    0.00701447     0.280587 
    0.00701454     0.298627 
    0.00701461     0.318188 
    0.00701468     0.339388 
    0.00701475     0.362351 
    0.00701482     0.387205 
    0.00701489     0.414087 
    0.00701497     0.443141 
    0.00701504     0.474514 
    0.00701511      0.50836 
    0.00701518     0.544837 
    0.00701525     0.584112 
    0.00701532     0.626352 
     0.0070154     0.671731 
    0.00701547     0.720423 
    0.00701554     0.776055 
    0.00701562     0.839577 
     0.0070157     0.908044 
    0.00701579     0.981715 
    0.00701588      1.07281 
    0.00701598      1.17942 
    0.00701605      1.26869 
    0.00701615      1.38446 
    0.00701622      1.47353 
    0.00701632      1.61982 
    0.00701641      1.74918 
    0.00701649      1.88655 
    0.00701658      2.04399 
    0.00701668      2.21108 
    0.00701677      2.38792 
    0.00701691      2.67146 
    0.00701705      2.97664 
    0.00701719      3.30281 
    0.00701734      3.68005 
    0.00701751       4.1425 
    0.00701772      4.72888 
    0.00701806      5.73131 
     0.0070184      6.74019 
    0.00701865      7.43832 
    0.00701886      7.98017 
    0.00701904      8.40872 
    0.00701919      8.73287 
    0.00701937      9.03897 
    0.00701951       9.2396 
    0.00701968      9.42085 
    0.00701983      9.51771 
       0.00702      9.55833 
    0.00702017      9.52552 
    0.00702032      9.44216 
    0.00702047      9.29212 
     0.0070206      9.13091 
    0.00702076      8.88189 
    0.00702095       8.5109 
    0.00702113      8.12842 
    0.00702134      7.60311 
     0.0070217      6.66897 
    0.00702203      5.79366 
    0.00702223      5.29294 
    0.00702236       4.9798 
    0.00702252      4.63593 
    0.00702265      4.36554 
    0.00702279      4.12415 
    0.00702293      3.91412 
    0.00702302      3.79252 
    0.00702311      3.68617 
    0.00702324      3.56636 
    0.00702335      3.47982 
    0.00702347      3.41997 
    0.00702359      3.38666 
    0.00702368      3.37886 
    0.00702379      3.38891 
    0.00702392      3.42882 
    0.00702405      3.49766 
    0.00702418      3.59358 
    0.00702431      3.71436 
    0.00702444      3.85749 
    0.00702461      4.07714 
    0.00702474      4.25982 
      0.007025      4.65757 
    0.00702541       5.3094 
    0.00702567      5.69889 
    0.00702589      5.98505 
    0.00702607      6.18543 
    0.00702625      6.34184 
    0.00702642      6.43943 
    0.00702658      6.49529 
     0.0070267       6.5059 
    0.00702685      6.48434 
    0.00702699      6.42911 
    0.00702712      6.34888 
    0.00702729      6.20627 
    0.00702744       6.0458 
    0.00702761      5.80759 
    0.00702778      5.55983 
    0.00702797      5.23508 
    0.00702822      4.75916 
    0.00702859      4.00649 
    0.00702896      3.25762 
    0.00702916      2.87713 
    0.00702932      2.58726 
    0.00702949      2.29087 
    0.00702963       2.0664 
    0.00702977      1.85624 
     0.0070299      1.66088 
       0.00703      1.53901 
    0.00703009      1.42385 
    0.00703018      1.32231 
    0.00703029      1.19034 
    0.00703037      1.10843 
    0.00703045      1.03128 
    0.00703054     0.958744 
    0.00703062     0.890711 
     0.0070307      0.82702 
    0.00703078     0.767526 
    0.00703085     0.712047 
    0.00703094      0.66043 
    0.00703102     0.612491 
     0.0070311     0.568061 
    0.00703118      0.52695 
    0.00703126      0.48899 
    0.00703134     0.453998 
    0.00703142     0.421804 
    0.00703149      0.39252 
    0.00703157     0.365649 
    0.00703165     0.341026 
    0.00703173     0.318505 
    0.00703181     0.297933 
    0.00703189     0.279174 
    0.00703197     0.262093 
    0.00703205     0.246567 
    0.00703213      0.23247 
    0.00703221     0.219693 
    0.00703229     0.208127 
    0.00703237     0.197673 
    0.00703244     0.188237 
    0.00703252     0.179732 
    0.00703258      0.17454 
    0.00703268       0.1652 
    0.00703279     0.157116 
    0.00703289      0.15014 
      0.007033     0.144139 
     0.0070331     0.138995 
    0.00703322     0.134031 
    0.00703335     0.129917 
    0.00703347     0.126535 
    0.00703359     0.123787 
    0.00703371     0.121588 
    0.00703389     0.119172 
    0.00703407     0.117648 
    0.00703422     0.116961 
    0.00703437      0.11673 
    0.00703459     0.117149 
    0.00703482     0.118408 
    0.00703504     0.120473 
    0.00703527     0.123354 
    0.00703549     0.127102 
    0.00703572     0.131812 
    0.00703594     0.137624 
    0.00703609     0.142202 
    0.00703624     0.147421 
    0.00703639     0.153364 
    0.00703655     0.160785 
    0.00703669     0.167633 
    0.00703682      0.17531 
    0.00703695      0.18392 
    0.00703709     0.193575 
    0.00703722     0.204404 
    0.00703735     0.216545 
    0.00703748     0.230156 
    0.00703762     0.245405 
    0.00703775     0.262476 
    0.00703788     0.281566 
      0.007038     0.300857 
    0.00703812     0.322159 
    0.00703824     0.345652 
    0.00703836     0.371514 
    0.00703848     0.399935 
     0.0070386     0.431101 
    0.00703873     0.465202 
    0.00703885     0.502416 
    0.00703897     0.542932 
    0.00703909     0.586907 
    0.00703922      0.64071 
    0.00703933     0.688067 
    0.00703944     0.738672 
    0.00703956     0.792586 
    0.00703967     0.849853 
    0.00703983     0.942053 
       0.00704      1.04174 
    0.00704018      1.16059 
    0.00704035      1.27881 
    0.00704057      1.43548 
    0.00704087      1.66781 
    0.00704146      2.14071 
    0.00704175      2.36445 
    0.00704193      2.48991 
    0.00704217      2.63438 
    0.00704237      2.74309 
    0.00704256       2.8252 
    0.00704271      2.87377 
    0.00704286      2.90898 
    0.00704301      2.93004 
    0.00704315      2.93732 
    0.00704332      2.92797 
     0.0070435      2.89903 
    0.00704367      2.85113 
    0.00704383      2.79348 
    0.00704398      2.72266 
    0.00704413      2.63986 
    0.00704429      2.54643 
    0.00704447      2.42597 
    0.00704475      2.21759 
    0.00704513      1.92224 
    0.00704558       1.5627 
    0.00704583      1.36742 
    0.00704605      1.21425 
    0.00704622       1.0993 
    0.00704637      1.00264 
    0.00704654     0.905183 
     0.0070467     0.815241 
    0.00704681     0.759466 
    0.00704692     0.707023 
    0.00704704     0.657852 
    0.00704715     0.611886 
    0.00704725      0.56977 
    0.00704736     0.530553 
    0.00704747     0.494115 
    0.00704758     0.460335 
    0.00704769     0.429079 
     0.0070478     0.400216 
    0.00704791     0.373607 
    0.00704801     0.349118 
    0.00704812     0.326606 
    0.00704823     0.305943 
    0.00704834     0.286323 
    0.00704846     0.267188 
    0.00704859     0.249839 
    0.00704871     0.234122 
    0.00704883     0.219885 
    0.00704895     0.206993 
    0.00704907     0.195311 
    0.00704919     0.184726 
    0.00704931     0.175124 
    0.00704943     0.166409 
    0.00704955     0.158486 
    0.00704966     0.151996 
    0.00704979     0.144571 
    0.00704993     0.137867 
    0.00705007     0.131798 
     0.0070502     0.126291 
    0.00705041     0.118942 
    0.00705061     0.112522 
    0.00705081     0.106878 
    0.00705102     0.101884 
    0.00705122    0.0974401 
    0.00705149    0.0922266 
    0.00705176     0.087687 
    0.00705201    0.0840142 
    0.00705226    0.0807345 
    0.00705259     0.076874 
    0.00705292    0.0735025 
    0.00705326    0.0705374 
    0.00705359    0.0679144 
    0.00705408    0.0645118 
    0.00705462    0.0614456 
    0.00705502    0.0594539 
    0.00705562    0.0568911 
    0.00705623    0.0547467 
    0.00705683    0.0529414 
    0.00705743    0.0514146 
    0.00705798    0.0502392 
    0.00705866    0.0489835 
    0.00705968    0.0474819 
    0.00706071    0.0463438 
    0.00706173    0.0454908 
     0.0070631    0.0447013 
    0.00706431    0.0442669 
    0.00706551    0.0440305 
    0.00706632    0.0439669 
    0.00706777    0.0440173 
    0.00706921    0.0442591 
    0.00707066    0.0446825 
    0.00707211     0.045295 
    0.00707392    0.0463783 
    0.00707513    0.0473651 
    0.00707603    0.0483062 
    0.00707693    0.0494994 
    0.00707772    0.0508435 
     0.0070783    0.0521691 
     0.0070787    0.0533134 
    0.00707899    0.0543958 
    0.00707928    0.0557757 
    0.00707948    0.0569355 
    0.00707967    0.0583629 
    0.00707987    0.0601494 
    0.00708002    0.0617966 
    0.00708017    0.0638367 
    0.00708032    0.0663526 
    0.00708042    0.0683344 
    0.00708052    0.0706044 
    0.00708062    0.0732062 
    0.00708073    0.0761894 
    0.00708083    0.0796099 
    0.00708093    0.0835306 
    0.00708103    0.0880215 
    0.00708113    0.0931604 
    0.00708121    0.0974916 
    0.00708129     0.102274 
    0.00708136     0.107554 
    0.00708144     0.113373 
    0.00708152     0.119782 
    0.00708159      0.12683 
    0.00708167     0.134575 
    0.00708173     0.141665 
    0.00708181     0.150983 
    0.00708189     0.161195 
    0.00708196     0.172369 
    0.00708204      0.18458 
    0.00708212     0.197903 
     0.0070822     0.212413 
    0.00708227     0.228192 
    0.00708235     0.245324 
    0.00708243      0.26389 
    0.00708251     0.283977 
    0.00708258     0.305668 
    0.00708266     0.329051 
    0.00708274     0.354212 
    0.00708282     0.381233 
    0.00708289     0.410197 
    0.00708299     0.448398 
    0.00708307     0.484933 
    0.00708316     0.524046 
    0.00708324     0.565835 
    0.00708332     0.610356 
    0.00708344     0.674093 
    0.00708355     0.742931 
    0.00708366      0.81694 
    0.00708377     0.896139 
    0.00708388     0.973994 
    0.00708402      1.08839 
    0.00708416      1.21068 
     0.0070843      1.34029 
    0.00708449       1.5232 
     0.0070847      1.73278 
    0.00708537      2.42816 
    0.00708555      2.61065 
    0.00708577      2.81587 
    0.00708594       2.9538 
    0.00708608      3.05629 
    0.00708624      3.15626 
    0.00708638       3.2231 
    0.00708652      3.28064 
    0.00708668      3.32106 
    0.00708684      3.33735 
    0.00708687      3.33792 
    0.00708703      3.32629 
    0.00708717      3.29771 
    0.00708734      3.23781 
    0.00708747      3.17818 
    0.00708761      3.09467 
    0.00708779      2.96935 
    0.00708798      2.81609 
    0.00708813       2.6786 
    0.00708831      2.50491 
    0.00708859      2.21871 
    0.00708903      1.74959 
    0.00708923      1.54906 
    0.00708943      1.35825 
     0.0070896      1.20516 
    0.00708972      1.09704 
    0.00708985     0.995089 
    0.00708998     0.899557 
     0.0070901     0.810607 
    0.00709021     0.740782 
    0.00709031     0.677168 
    0.00709041     0.623675 
    0.00709051     0.568331 
    0.00709062      0.51718 
    0.00709071     0.473754 
    0.00709081      0.43363 
     0.0070909      0.39666 
      0.007091     0.362702 
    0.00709109     0.331598 
    0.00709116     0.310758 
    0.00709124     0.289773 
    0.00709131     0.270292 
    0.00709139     0.252237 
    0.00709146     0.235531 
    0.00709154     0.220098 
    0.00709161     0.205865 
    0.00709169     0.192759 
    0.00709176     0.180709 
    0.00709184     0.169646 
    0.00709191     0.159505 
    0.00709199     0.150223 
    0.00709206     0.141738 
    0.00709213     0.133993 
    0.00709221     0.126932 
    0.00709228     0.120504 
    0.00709238     0.112928 
    0.00709247     0.106695 
    0.00709256     0.101166 
    0.00709266    0.0962668 
    0.00709275    0.0919325 
    0.00709284     0.088102 
    0.00709293    0.0847206 
    0.00709305    0.0808247 
    0.00709317    0.0775329 
     0.0070933    0.0747538 
    0.00709342    0.0724075 
    0.00709354    0.0704262 
    0.00709372     0.068013 
    0.00709391    0.0661297 
    0.00709403    0.0651053 
    0.00709427    0.0634796 
    0.00709451    0.0622721 
    0.00709476    0.0613562 
    0.00709508    0.0604431 
    0.00709557    0.0594898 
    0.00709622    0.0586653 
    0.00709687    0.0581366 
    0.00709791    0.0576591 
    0.00709946     0.057451 
      0.007101    0.0575931 
    0.00710305    0.0580924 
    0.00710676    0.0594898 
    0.00711147    0.0617265 
    0.00711772    0.0651753 
    0.00712214     0.067995 
     0.0071237     0.069295 
    0.00712682    0.0725233 
    0.00712972    0.0745562 
    0.00713084    0.0757156 
    0.00713195    0.0773472 
    0.00713269       0.0788 
    0.00713343    0.0806977 
      0.007134    0.0826235 
    0.00713443    0.0845093 
    0.00713471    0.0861046 
    0.00713499    0.0881177 
    0.00713521     0.090024 
    0.00713542    0.0924101 
    0.00713563    0.0954536 
    0.00713577    0.0979339 
    0.00713591     0.100855 
    0.00713605     0.104344 
    0.00713619      0.10852 
    0.00713632     0.113096 
    0.00713642     0.117016 
    0.00713653      0.12229 
    0.00713662     0.127509 
    0.00713673     0.134256 
    0.00713682     0.140766 
     0.0071369     0.146472 
      0.007137      0.15509 
    0.00713708     0.163402 
    0.00713717     0.172624 
    0.00713725     0.182844 
    0.00713734     0.194147 
