#ZVView-data-copy:  30-May-2023 21:38:21
#=======================================
#
#name:   29-CU-65(N,2N)29-CU-64,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  250
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          15.2          0.2        0.937       0.0937  # 1963,M.Bormann+          ## 21343004  #dY:10.0%  
          15.3         0.15        0.993     0.000993  # 1978,T.B.Ryves+          ## 20772006  #dY:0.1%   
         15.34            0         1.74         0.17  # 1960,J.H.Mc Crary+       ## 11268005  #dY:9.8%   
         15.46         0.15        0.957        0.065  # 1969,M.Bormann+          ## 20835005  #dY:6.8%   
          15.5          0.2         0.97        0.097  # 1963,M.Bormann+          ## 21343004  #dY:10.0%  
         15.55         0.12        1.026        0.072  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          15.7            0        0.951         0.15  # 1969,I.G.Clator          ## 11536006  #dY:15.8%  
         15.71        0.115        1.065        0.075  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          15.9         0.25        1.009            0  # 1962,L.A.Rayburn         ## 11780003             
          15.9          0.2        0.974       0.0974  # 1963,M.Bormann+          ## 21343004  #dY:10.0%  
         16.03        0.105        1.047        0.073  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         16.05         0.15        0.964        0.065  # 1969,M.Bormann+          ## 20835005  #dY:6.7%   
         16.24          0.1        1.046        0.073  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          16.5          0.3        0.997         0.05  # 1961,R.J.Prestwood+      ## 11645007  #dY:5.0%   
          16.5          0.2        0.953      0.08577  # 1963,M.Bormann+          ## 21343004  #dY:9.0%   
         16.55         0.12        1.069     0.002138  # 1978,T.B.Ryves+          ## 20772006  #dY:0.2%   
         16.56         0.15        0.975        0.066  # 1969,M.Bormann+          ## 20835005  #dY:6.8%   
         16.59        0.095        1.079        0.076  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          16.6          0.2         0.95            0  # 1962,L.A.Rayburn         ## 11780003             
          16.7            0         0.95         0.15  # 1969,I.G.Clator          ## 11536006  #dY:15.8%  
         16.93        0.235        1.063        0.075  # 1965,A.Paulsen+          ## 20386003  #dY:7.1%   
            17         0.11        1.062     0.002124  # 1978,T.B.Ryves+          ## 20772006  #dY:0.2%   
         17.08         0.14        0.983        0.067  # 1969,M.Bormann+          ## 20835005  #dY:6.8%   
          17.2          0.1        0.991            0  # 1962,L.A.Rayburn         ## 11780003             
         17.27         0.23        1.045        0.073  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         17.48         0.14        1.006        0.068  # 1969,M.Bormann+          ## 20835005  #dY:6.8%   
          17.5          0.2        0.842      0.07578  # 1963,M.Bormann+          ## 21343004  #dY:9.0%   
         17.59         0.22        1.054        0.074  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         17.86        0.105        1.083     0.003249  # 1978,T.B.Ryves+          ## 20772006  #dY:0.3%   
          17.9          0.1        0.935            0  # 1962,L.A.Rayburn         ## 11780003             
          17.9         0.21         1.06        0.074  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         17.95         0.32         0.93        0.047  # 1961,R.J.Prestwood+      ## 11645007  #dY:5.1%   
         18.04         0.12        1.052        0.059  # 1969,M.Bormann+          ## 20835005  #dY:5.6%   
         18.19        0.195        1.084        0.076  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         18.47         0.18        1.105        0.077  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          18.5          0.2        0.823      0.07407  # 1963,M.Bormann+          ## 21343004  #dY:9.0%   
          18.7         0.15         0.81       0.0729  # 1963,M.Bormann+          ## 21343004  #dY:9.0%   
         18.71        0.165        1.133        0.079  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         18.94        0.145        1.156        0.081  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         18.95        0.105        1.023     0.002046  # 1978,T.B.Ryves+          ## 20772006  #dY:0.2%   
         19.29          0.1        1.115        0.078  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         19.58        0.095        1.163        0.082  # 1965,A.Paulsen+          ## 20386003  #dY:7.1%   
         19.76         0.43        0.986        0.049  # 1961,R.J.Prestwood+      ## 11645007  #dY:5.0%   
          30.4          0.4         0.34         0.05  # 2013,J.Vrzalova+         ## 31714045  #dY:14.7%  
          35.9          0.4          0.3         0.05  # 2013,J.Vrzalova+         ## 31714045  #dY:16.7%  
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-65(N,EL)29-CU-65,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  9
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         11.4          0.4  # 1970,V.P.Vertebnyj+      ## 41280006  #dY:3.5%   
          2.33            0         2.18          0.4  # 1967,W.L.Rodgers+        ## 11276020  #dY:18.3%  
           5.5         0.09       2.2941      0.16518  # 1974,W.E.Kinney+         ## 10414011  #dY:7.2%   
             7         0.06       2.3807      0.17379  # 1974,W.E.Kinney+         ## 10414011  #dY:7.3%   
          7.96       0.2125        2.166         0.09  # 1982,S.M.El-Kadi+        ## 10958016  #dY:4.2%   
           8.5         0.05       2.1144      0.15435  # 1974,W.E.Kinney+         ## 10414011  #dY:7.3%   
          9.94          0.1         1.93        0.088  # 1982,S.M.El-Kadi+        ## 10958016  #dY:4.6%   
         11.93          0.1          1.6        0.094  # 1982,S.M.El-Kadi+        ## 10958016  #dY:5.9%   
         13.92       0.1075        1.355         0.07  # 1982,S.M.El-Kadi+        ## 10958016  #dY:5.2%   
//
#-------------------------------------------------------------------------------
#
#name:   29-CU-65(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  20123
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
     3.1701e-5            0       9.6081       0.7677  # 1977,M.S.Pandey+         ## 10725015  #dY:8.0%   
     3.2093e-5            0       15.767      0.93732  # 1977,M.S.Pandey+         ## 10725015  #dY:5.9%   
     3.2491e-5            0       11.379      0.79026  # 1977,M.S.Pandey+         ## 10725015  #dY:6.9%   
     3.2898e-5            0        11.61      0.70992  # 1977,M.S.Pandey+         ## 10725015  #dY:6.1%   
